Latitude (decimal degrees):	48.265
Longitude (decimal degrees):	11.669
Elevation (m):	476
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20120501:0710,474.2,361.99,126.0,10.3,31.08,13.85,3.66,0.0
20120501:0810,670.61,534.23,159.36,13.38,40.49,15.17,3.1,0.0
20120501:0910,818.39,697.22,171.13,15.96,48.7,16.5,2.76,0.0
20120501:1010,872.36,727.23,220.35,17.07,54.61,18.07,2.41,0.0
20120501:1110,814.15,578.74,313.53,16.27,56.82,18.86,1.79,0.0
20120501:1210,867.51,761.26,205.68,17.26,54.58,19.19,1.38,0.0
20120501:1310,325.37,36.19,312.38,7.86,48.63,19.58,1.38,0.0
20120501:1410,545.82,323.45,264.01,11.47,40.4,20.3,1.17,0.0
20120501:1510,467.42,376.05,127.99,10.21,30.99,20.28,1.24,0.0
20120501:1610,237.97,185.27,92.52,6.65,21.09,20.01,1.66,0.0
20120501:1710,52.68,11.9,65.04,2.43,11.16,19.16,1.86,0.0
20120501:1810,0.0,0.0,0.84,0.02,1.56,18.0,1.66,0.0
20120501:1910,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0
20120501:2010,0.0,0.0,0.0,0.0,0.0,15.49,0.97,0.0
20120501:2110,0.0,0.0,0.0,0.0,0.0,14.42,1.45,0.0
20120501:2210,0.0,0.0,0.0,0.0,0.0,13.31,1.17,0.0
20120501:2310,0.0,0.0,0.0,0.0,0.0,12.71,1.52,0.0
20120502:0010,0.0,0.0,0.0,0.0,0.0,11.74,1.17,0.0
20120502:0110,0.0,0.0,0.0,0.0,0.0,12.48,0.48,0.0
20120502:0210,0.0,0.0,0.0,0.0,0.0,10.42,1.31,0.0
20120502:0310,0.0,0.0,0.0,0.0,0.0,9.53,1.38,0.0
20120502:0410,0.0,0.0,5.01,0.13,1.89,9.03,1.31,0.0
20120502:0510,33.74,17.54,41.85,3.33,11.49,9.61,0.97,0.0
20120502:0610,231.81,180.32,87.03,6.94,21.42,12.63,0.97,0.0
20120502:0710,468.89,373.74,122.85,10.53,31.32,16.37,1.38,0.0
20120502:0810,656.02,551.3,153.04,13.63,40.74,18.87,1.45,0.0
20120502:0910,796.59,705.76,170.96,16.17,48.97,20.71,1.72,0.0
20120502:1010,878.29,794.85,187.63,17.68,54.91,21.62,1.93,0.0
20120502:1110,904.36,831.57,191.4,18.22,57.12,22.1,1.79,0.0
20120502:1210,558.77,209.38,395.64,12.29,54.85,22.03,1.79,0.0
20120502:1310,631.76,353.36,332.75,13.21,48.88,21.91,1.86,0.0
20120502:1410,651.76,522.99,176.71,13.25,40.62,21.43,2.48,0.0
20120502:1510,453.02,325.33,157.49,9.88,31.2,20.96,3.03,0.0
20120502:1610,224.95,138.18,120.52,6.16,21.29,20.2,3.1,0.0
20120502:1710,49.59,18.58,59.07,2.81,11.36,19.32,2.62,0.0
20120502:1810,0.0,0.0,3.34,0.08,1.77,18.17,2.48,0.0
20120502:1910,0.0,0.0,0.0,0.0,0.0,17.2,3.93,0.0
20120502:2010,0.0,0.0,0.0,0.0,0.0,16.0,3.86,0.0
20120502:2110,0.0,0.0,0.0,0.0,0.0,14.49,3.52,0.0
20120502:2210,0.0,0.0,0.0,0.0,0.0,13.15,3.1,0.0
20120502:2310,0.0,0.0,0.0,0.0,0.0,12.32,2.76,0.0
20120503:0010,0.0,0.0,0.0,0.0,0.0,11.78,2.48,0.0
20120503:0110,0.0,0.0,0.0,0.0,0.0,11.5,2.34,0.0
20120503:0210,0.0,0.0,0.0,0.0,0.0,11.27,2.21,0.0
20120503:0310,0.0,0.0,0.0,0.0,0.0,10.93,2.0,0.0
20120503:0410,0.0,0.0,2.51,0.06,2.13,10.77,1.79,0.0
20120503:0510,8.46,0.0,18.79,0.44,11.72,10.92,1.45,0.0
20120503:0610,84.02,0.77,98.41,2.33,21.65,11.25,1.1,0.0
20120503:0710,209.68,18.58,203.71,5.14,31.56,12.13,1.66,0.0
20120503:0810,402.22,112.57,301.48,8.93,40.99,13.02,1.79,0.0
20120503:0910,357.02,45.57,324.23,8.3,49.24,14.28,2.41,0.0
20120503:1010,570.43,200.0,395.62,12.2,55.2,15.7,2.28,0.0
20120503:1110,527.11,148.91,404.46,11.62,57.42,16.33,1.86,0.0
20120503:1210,283.49,9.43,291.79,6.98,55.13,16.48,1.38,0.0
20120503:1310,529.08,200.24,358.79,11.41,49.12,16.66,1.24,0.0
20120503:1410,591.06,386.99,241.52,12.18,40.84,17.26,1.17,0.0
20120503:1510,384.22,198.51,211.17,8.62,31.39,17.68,0.83,0.0
20120503:1610,124.27,10.86,132.82,3.38,21.48,17.62,0.62,0.0
20120503:1710,56.49,7.35,70.28,2.22,11.55,17.05,0.69,0.0
20120503:1810,0.49,0.0,6.68,0.17,1.97,16.22,0.97,0.0
20120503:1910,0.0,0.0,0.0,0.0,0.0,14.93,1.59,0.0
20120503:2010,0.0,0.0,0.0,0.0,0.0,13.85,1.72,0.0
20120503:2110,0.0,0.0,0.0,0.0,0.0,13.14,1.86,0.0
20120503:2210,0.0,0.0,0.0,0.0,0.0,12.64,2.07,0.0
20120503:2310,0.0,0.0,0.0,0.0,0.0,12.09,2.07,0.0
20120504:0010,0.0,0.0,0.0,0.0,0.0,11.75,2.0,0.0
20120504:0110,0.0,0.0,0.0,0.0,0.0,10.93,1.86,0.0
20120504:0210,0.0,0.0,0.0,0.0,0.0,10.01,1.79,0.0
20120504:0310,0.0,0.0,0.0,0.0,0.0,9.15,1.79,0.0
20120504:0410,2.42,0.0,10.02,0.25,2.37,8.37,1.72,0.0
20120504:0510,40.89,16.67,49.26,3.33,11.95,8.83,1.52,0.0
20120504:0610,234.7,173.39,93.87,6.98,21.88,11.69,1.52,0.0
20120504:0710,484.68,385.26,120.32,10.82,31.79,13.87,1.72,0.0
20120504:0810,685.21,573.23,146.4,14.03,41.23,15.54,2.0,0.0
20120504:0910,824.64,723.89,163.99,16.48,49.51,16.91,2.0,0.0
20120504:1010,814.34,588.42,297.65,16.38,55.49,17.68,1.79,0.0
20120504:1110,872.73,694.69,268.49,17.47,57.71,18.3,1.72,0.0
20120504:1210,891.67,791.16,196.39,17.78,55.4,18.68,1.72,0.0
20120504:1310,768.34,610.9,231.53,15.56,49.35,19.37,1.38,0.0
20120504:1410,666.74,568.86,154.79,13.78,41.05,19.62,1.1,0.0
20120504:1510,484.42,402.8,120.26,10.76,31.59,19.71,0.97,0.0
20120504:1610,242.7,190.59,93.42,6.94,21.68,19.57,0.55,0.0
20120504:1710,46.02,25.19,52.55,3.19,11.75,18.95,0.48,0.0
20120504:1810,0.88,0.0,7.52,0.19,2.18,17.68,1.45,0.0
20120504:1910,0.0,0.0,0.0,0.0,0.0,16.36,1.66,0.0
20120504:2010,0.0,0.0,0.0,0.0,0.0,14.8,1.93,0.0
20120504:2110,0.0,0.0,0.0,0.0,0.0,13.66,1.86,0.0
20120504:2210,0.0,0.0,0.0,0.0,0.0,12.56,1.86,0.0
20120504:2310,0.0,0.0,0.0,0.0,0.0,11.51,1.72,0.0
20120505:0010,0.0,0.0,0.0,0.0,0.0,10.57,1.66,0.0
20120505:0110,0.0,0.0,0.0,0.0,0.0,9.71,1.59,0.0
20120505:0210,0.0,0.0,0.0,0.0,0.0,9.01,1.52,0.0
20120505:0310,0.0,0.0,0.0,0.0,0.0,8.52,1.66,0.0
20120505:0410,0.0,0.0,5.01,0.13,2.61,8.59,2.07,0.0
20120505:0510,28.62,0.0,42.04,0.99,12.18,9.45,2.14,0.0
20120505:0610,77.02,0.0,92.14,2.16,22.1,11.62,2.14,0.0
20120505:0710,169.51,4.84,178.35,4.28,32.02,13.05,2.9,0.0
20120505:0810,383.97,91.18,302.38,8.62,41.47,13.69,3.31,0.0
20120505:0910,458.9,111.88,357.5,10.11,49.76,13.72,3.31,0.0
20120505:1010,188.19,0.0,202.16,4.74,55.77,14.17,3.31,0.0
20120505:1110,538.17,144.3,406.27,11.62,58.0,12.96,3.03,0.0
20120505:1210,319.65,16.37,313.25,7.59,55.66,12.43,2.62,0.0
20120505:1310,203.81,0.0,216.48,5.07,49.59,12.76,2.62,0.0
20120505:1410,347.07,64.99,292.41,7.91,41.26,13.85,3.17,0.0
20120505:1510,197.31,14.16,197.14,4.89,31.79,14.68,3.72,0.0
20120505:1610,152.33,22.2,147.55,4.0,21.87,14.82,3.59,0.0
20120505:1710,13.2,0.0,25.05,0.59,11.95,14.51,2.69,0.0
20120505:1810,0.51,0.0,6.68,0.17,2.39,13.55,2.0,0.0
20120505:1910,0.0,0.0,0.0,0.0,0.0,12.08,1.59,0.0
20120505:2010,0.0,0.0,0.0,0.0,0.0,11.25,1.52,0.0
20120505:2110,0.0,0.0,0.0,0.0,0.0,10.29,1.52,0.0
20120505:2210,0.0,0.0,0.0,0.0,0.0,9.44,1.45,0.0
20120505:2310,0.0,0.0,0.0,0.0,0.0,8.41,1.17,0.0
20120506:0010,0.0,0.0,0.0,0.0,0.0,8.62,0.48,0.0
20120506:0110,0.0,0.0,0.0,0.0,0.0,8.17,0.14,0.0
20120506:0210,0.0,0.0,0.0,0.0,0.0,6.9,0.69,0.0
20120506:0310,0.0,0.0,0.0,0.0,0.0,6.62,0.83,0.0
20120506:0410,0.0,0.0,3.34,0.08,2.84,6.33,0.9,0.0
20120506:0510,63.08,3.24,75.94,2.2,12.4,7.47,0.48,0.0
20120506:0610,43.82,0.0,58.14,1.36,22.32,9.48,0.28,0.0
20120506:0710,52.86,0.0,67.98,1.59,32.24,11.93,1.24,0.0
20120506:0810,72.11,0.0,87.66,2.05,41.7,12.71,1.86,0.0
20120506:0910,112.33,0.0,127.02,2.98,50.02,11.95,2.14,0.0
20120506:1010,163.98,0.0,178.01,4.17,56.04,13.1,2.48,0.0
20120506:1110,107.64,0.0,122.55,2.87,58.28,12.39,2.69,0.0
20120506:1210,68.51,0.0,84.09,1.97,55.92,13.02,2.62,0.0
20120506:1310,81.72,0.0,97.5,2.29,49.82,13.5,2.41,0.0
20120506:1410,53.37,0.0,68.88,1.61,41.46,13.49,2.07,0.0
20120506:1510,122.92,0.0,138.65,3.25,31.98,14.2,2.21,0.0
20120506:1610,25.54,0.0,39.36,0.92,22.06,14.04,2.55,0.0
20120506:1710,13.27,0.0,25.05,0.59,12.14,13.52,2.14,0.0
20120506:1810,0.52,0.0,6.68,0.17,2.59,12.68,1.79,0.0
20120506:1910,0.0,0.0,0.0,0.0,0.0,10.56,1.1,0.0
20120506:2010,0.0,0.0,0.0,0.0,0.0,9.65,1.52,0.0
20120506:2110,0.0,0.0,0.0,0.0,0.0,9.11,1.72,0.0
20120506:2210,0.0,0.0,0.0,0.0,0.0,8.42,1.86,0.0
20120506:2310,0.0,0.0,0.0,0.0,0.0,8.02,1.86,0.0
20120507:0010,0.0,0.0,0.0,0.0,0.0,7.51,2.0,0.0
20120507:0110,0.0,0.0,0.0,0.0,0.0,7.41,2.07,0.0
20120507:0210,0.0,0.0,0.0,0.0,0.0,7.09,2.07,0.0
20120507:0310,0.0,0.0,0.0,0.0,0.0,6.84,2.0,0.0
20120507:0410,2.98,0.0,10.86,0.27,3.06,6.69,1.93,0.0
20120507:0510,39.18,0.0,52.78,1.24,12.61,7.19,1.66,0.0
20120507:0610,170.93,28.36,156.8,4.47,22.53,9.01,1.86,0.0
20120507:0710,391.04,176.25,223.45,8.79,32.46,10.93,2.34,0.0
20120507:0810,645.16,447.73,214.27,13.17,41.93,12.25,2.34,0.0
20120507:0910,461.63,114.39,361.26,10.25,50.26,13.52,2.07,0.0
20120507:1010,452.83,86.44,384.03,10.3,56.31,14.54,1.79,0.0
20120507:1110,198.72,0.0,214.69,5.03,58.56,15.46,1.66,0.0
20120507:1210,706.97,377.3,376.28,14.57,56.18,15.9,1.66,0.0
20120507:1310,359.65,46.69,330.69,8.47,50.05,16.19,1.72,0.0
20120507:1410,606.96,394.05,244.34,12.54,41.67,16.23,1.72,0.0
20120507:1510,85.92,0.0,102.87,2.41,32.17,16.13,1.93,0.0
20120507:1610,121.63,6.48,132.59,3.27,22.24,15.78,1.79,0.0
20120507:1710,59.37,16.9,68.66,2.98,12.33,15.27,1.17,0.0
20120507:1810,3.33,0.0,11.69,0.29,2.79,14.5,0.97,0.0
20120507:1910,0.0,0.0,0.0,0.0,0.0,12.99,0.9,0.0
20120507:2010,0.0,0.0,0.0,0.0,0.0,12.26,1.52,0.0
20120507:2110,0.0,0.0,0.0,0.0,0.0,11.02,1.59,0.0
20120507:2210,0.0,0.0,0.0,0.0,0.0,10.36,1.45,0.0
20120507:2310,0.0,0.0,0.0,0.0,0.0,9.59,1.38,0.0
20120508:0010,0.0,0.0,0.0,0.0,0.0,8.86,1.31,0.0
20120508:0110,0.0,0.0,0.0,0.0,0.0,8.02,1.31,0.0
20120508:0210,0.0,0.0,0.0,0.0,0.0,7.41,1.24,0.0
20120508:0310,0.0,0.0,0.0,0.0,0.0,6.95,1.24,0.0
20120508:0410,5.85,0.0,15.03,0.38,3.28,6.81,1.1,0.0
20120508:0510,44.03,19.84,50.8,3.65,12.82,7.48,0.76,0.0
20120508:0610,240.8,180.26,92.85,7.3,22.74,10.5,0.62,0.0
20120508:0710,446.83,292.61,173.05,10.15,32.67,12.51,0.9,0.0
20120508:0810,677.98,567.64,149.0,14.2,42.15,14.66,1.17,0.0
20120508:0910,788.25,650.27,204.89,16.17,50.51,16.34,1.17,0.0
20120508:1010,898.14,825.8,173.71,18.33,56.58,17.8,1.31,0.0
20120508:1110,906.69,820.75,198.68,18.54,58.83,18.47,1.17,0.0
20120508:1210,818.9,640.87,275.04,16.92,56.44,19.42,0.97,0.0
20120508:1310,785.99,695.47,183.93,16.36,50.27,19.93,0.69,0.0
20120508:1410,646.19,539.04,171.51,13.78,41.87,20.1,0.41,0.0
20120508:1510,397.76,222.79,210.18,9.23,32.36,20.31,0.14,0.0
20120508:1610,186.26,55.47,157.41,5.1,22.43,20.04,0.55,0.0
20120508:1710,53.44,2.06,69.85,1.8,12.52,19.4,0.9,0.0
20120508:1810,1.76,0.0,9.19,0.23,2.99,18.02,0.9,0.0
20120508:1910,0.0,0.0,0.0,0.0,0.0,16.84,0.9,0.0
20120508:2010,0.0,0.0,0.0,0.0,0.0,15.4,1.38,0.0
20120508:2110,0.0,0.0,0.0,0.0,0.0,14.21,1.38,0.0
20120508:2210,0.0,0.0,0.0,0.0,0.0,13.41,1.59,0.0
20120508:2310,0.0,0.0,0.0,0.0,0.0,13.06,2.14,0.0
20120509:0010,0.0,0.0,0.0,0.0,0.0,12.66,2.69,0.0
20120509:0110,0.0,0.0,0.0,0.0,0.0,12.3,2.62,0.0
20120509:0210,0.0,0.0,0.0,0.0,0.0,11.96,2.07,0.0
20120509:0310,0.0,0.0,0.0,0.0,0.0,11.57,1.59,0.0
20120509:0410,2.37,0.0,10.02,0.25,3.49,11.15,1.24,0.0
20120509:0510,63.41,9.61,75.14,2.98,13.03,11.55,0.83,0.0
20120509:0610,164.64,25.81,156.67,4.4,22.94,13.03,0.76,0.0
20120509:0710,291.75,72.08,236.74,7.0,32.87,14.79,0.69,0.0
20120509:0810,441.79,159.25,307.37,9.96,42.37,16.19,0.62,0.0
20120509:0910,334.35,35.62,320.89,8.09,50.74,17.84,0.83,0.0
20120509:1010,396.0,57.23,365.27,9.44,56.84,19.18,1.31,0.0
20120509:1110,239.0,1.16,259.52,6.1,59.1,20.17,1.38,0.0
20120509:1210,247.96,3.46,266.91,6.31,56.69,20.82,1.59,0.0
20120509:1310,50.43,0.0,67.98,1.59,50.49,21.34,1.66,0.0
20120509:1410,179.15,1.08,196.88,4.63,42.07,19.57,3.24,0.0
20120509:1510,225.52,26.71,216.15,5.58,32.55,17.54,2.41,0.0
20120509:1610,101.74,2.4,117.24,2.81,22.61,17.33,1.72,0.0
20120509:1710,53.2,1.46,69.2,1.74,12.71,17.45,1.93,0.0
20120509:1810,3.28,0.0,11.69,0.29,3.19,16.75,2.0,0.0
20120509:1910,0.0,0.0,0.0,0.0,0.0,15.98,1.86,0.0
20120509:2010,0.0,0.0,0.0,0.0,0.0,15.0,1.86,0.0
20120509:2110,0.0,0.0,0.0,0.0,0.0,14.09,1.79,0.0
20120509:2210,0.0,0.0,0.0,0.0,0.0,13.29,1.72,0.0
20120509:2310,0.0,0.0,0.0,0.0,0.0,12.47,1.66,0.0
20120510:0010,0.0,0.0,0.0,0.0,0.0,11.71,1.38,0.0
20120510:0110,0.0,0.0,0.0,0.0,0.0,11.49,1.1,0.0
20120510:0210,0.0,0.0,0.0,0.0,0.0,12.08,0.76,0.0
20120510:0310,0.0,0.0,0.0,0.0,0.0,11.76,0.41,0.0
20120510:0410,7.51,0.0,17.54,0.44,3.7,11.36,0.14,0.0
20120510:0510,49.45,18.18,57.78,3.59,13.23,11.42,0.21,0.0
20120510:0610,241.96,195.75,84.08,7.61,23.14,13.8,0.41,0.0
20120510:0710,460.09,364.36,128.95,10.84,33.07,16.63,0.28,0.0
20120510:0810,652.96,563.02,146.09,14.15,42.58,19.29,0.83,0.0
20120510:0910,775.19,673.3,184.29,16.29,50.97,21.11,1.38,0.0
20120510:1010,831.98,711.83,226.73,17.42,57.09,22.42,1.38,0.0
20120510:1110,857.94,757.63,224.57,18.03,59.36,23.43,1.24,0.0
20120510:1210,818.3,700.82,234.7,17.28,56.93,24.27,1.17,0.0
20120510:1310,562.84,271.4,352.74,12.56,50.71,24.81,0.97,0.0
20120510:1410,573.28,400.86,236.32,12.62,42.26,25.12,0.83,0.0
20120510:1510,451.65,367.15,134.55,10.63,32.73,25.16,0.69,0.0
20120510:1610,236.28,187.94,95.42,7.17,22.79,24.94,0.48,0.0
20120510:1710,49.56,25.94,57.05,3.44,12.89,24.26,0.48,0.0
20120510:1810,4.73,0.0,14.2,0.36,3.38,22.86,1.45,0.0
20120510:1910,0.0,0.0,0.0,0.0,0.0,20.73,2.14,0.0
20120510:2010,0.0,0.0,0.0,0.0,0.0,18.88,2.28,0.0
20120510:2110,0.0,0.0,0.0,0.0,0.0,17.6,2.21,0.0
20120510:2210,0.0,0.0,0.0,0.0,0.0,16.61,1.93,0.0
20120510:2310,0.0,0.0,0.0,0.0,0.0,15.38,1.59,0.0
20120511:0010,0.0,0.0,0.0,0.0,0.0,14.58,1.66,0.0
20120511:0110,0.0,0.0,0.0,0.0,0.0,14.33,1.93,0.0
20120511:0210,0.0,0.0,0.0,0.0,0.0,13.8,2.07,0.0
20120511:0310,0.0,0.0,0.0,0.0,0.0,13.51,2.0,0.0
20120511:0410,6.21,0.0,15.87,0.4,3.9,13.34,1.93,0.0
20120511:0510,59.96,13.52,70.75,3.33,13.42,13.87,1.59,0.0
20120511:0610,211.9,91.85,148.22,6.12,23.33,16.85,1.17,0.0
20120511:0710,441.04,320.37,155.25,10.48,33.27,20.29,1.24,0.0
20120511:0810,640.04,549.29,152.78,14.07,42.79,23.18,1.38,0.0
20120511:0910,763.54,675.35,182.9,16.36,51.2,24.99,1.59,0.0
20120511:1010,870.77,865.26,145.54,18.68,57.34,25.95,1.31,0.0
20120511:1110,851.29,788.52,207.59,18.31,59.62,26.76,1.1,0.0
20120511:1210,689.1,435.13,354.08,15.18,57.18,27.38,0.97,0.0
20120511:1310,682.02,509.43,272.75,14.95,50.93,27.81,0.83,0.0
20120511:1410,507.26,288.68,281.08,11.57,42.46,28.02,0.76,0.0
20120511:1510,422.92,305.58,169.22,10.13,32.91,27.89,0.83,0.0
20120511:1610,178.47,51.21,159.64,5.07,22.97,27.5,1.03,0.0
20120511:1710,63.73,6.67,80.97,2.45,13.07,26.12,1.03,0.0
20120511:1810,5.78,0.0,15.87,0.4,3.58,24.6,1.52,0.0
20120511:1910,0.0,0.0,0.0,0.0,0.0,23.02,2.07,0.0
20120511:2010,0.0,0.0,0.0,0.0,0.0,21.14,2.28,0.0
20120511:2110,0.0,0.0,0.0,0.0,0.0,19.77,2.34,0.0
20120511:2210,0.0,0.0,0.0,0.0,0.0,19.19,2.76,0.0
20120511:2310,0.0,0.0,0.0,0.0,0.0,19.03,3.52,0.0
20120512:0010,0.0,0.0,0.0,0.0,0.0,18.17,3.31,0.0
20120512:0110,0.0,0.0,0.0,0.0,0.0,17.09,2.76,0.0
20120512:0210,0.0,0.0,0.0,0.0,0.0,16.35,2.34,0.0
20120512:0310,0.0,0.0,0.0,0.0,0.0,16.12,2.41,0.0
20120512:0410,7.32,0.0,17.54,0.44,4.1,15.76,2.48,0.0
20120512:0510,5.03,0.0,14.31,0.34,13.61,15.41,2.07,0.0
20120512:0610,20.69,0.0,33.99,0.8,23.52,14.94,2.34,0.0
20120512:0710,63.1,0.0,78.72,1.85,33.45,13.38,2.83,0.0
20120512:0810,74.71,0.0,90.35,2.12,42.98,12.98,2.07,0.0
20120512:0910,96.32,0.0,111.82,2.62,51.42,13.07,2.34,0.0
20120512:1010,67.62,0.0,83.19,1.95,57.58,13.08,2.76,0.0
20120512:1110,72.07,0.0,87.66,2.05,59.87,13.06,2.69,0.0
20120512:1210,64.06,0.0,79.61,1.87,57.41,13.05,2.55,0.0
20120512:1310,102.0,0.0,117.18,2.75,51.14,12.48,2.07,0.0
20120512:1410,96.93,0.0,111.82,2.62,42.65,11.7,2.14,0.0
20120512:1510,53.92,0.0,68.88,1.61,33.09,11.55,2.48,0.0
20120512:1610,87.86,0.78,101.99,2.41,23.15,11.23,2.14,0.0
20120512:1710,54.12,1.16,68.44,1.7,13.26,10.86,1.86,0.0
20120512:1810,3.99,0.0,12.53,0.31,3.77,10.32,1.72,0.0
20120512:1910,0.0,0.0,0.0,0.0,0.0,9.86,1.31,0.0
20120512:2010,0.0,0.0,0.0,0.0,0.0,9.76,1.17,0.0
20120512:2110,0.0,0.0,0.0,0.0,0.0,9.29,1.31,0.0
20120512:2210,0.0,0.0,0.0,0.0,0.0,8.53,1.38,0.0
20120512:2310,0.0,0.0,0.0,0.0,0.0,7.83,1.52,0.0
20120513:0010,0.0,0.0,0.0,0.0,0.0,7.2,1.66,0.0
20120513:0110,0.0,0.0,0.0,0.0,0.0,7.0,1.79,0.0
20120513:0210,0.0,0.0,0.0,0.0,0.0,7.04,1.93,0.0
20120513:0310,0.0,0.0,0.0,0.0,0.0,7.23,2.07,0.0
20120513:0410,7.08,0.0,16.7,0.42,4.3,7.13,2.21,0.0
20120513:0510,59.32,0.6,72.95,1.78,13.8,7.4,2.0,0.0
20120513:0610,191.28,35.32,168.96,4.99,23.7,8.23,2.55,0.0
20120513:0710,299.65,57.72,246.13,6.96,33.64,7.95,2.69,0.0
20120513:0810,318.89,34.26,288.95,7.38,43.18,8.87,2.62,0.0
20120513:0910,562.31,189.92,378.21,11.93,51.63,9.95,2.69,0.0
20120513:1010,967.81,838.28,175.55,18.87,57.82,10.62,2.9,0.0
20120513:1110,285.85,4.57,290.29,6.88,60.12,11.43,2.83,0.0
20120513:1210,513.58,119.46,404.77,11.3,57.65,11.96,2.62,0.0
20120513:1310,605.41,249.61,371.87,12.69,51.35,12.44,2.48,0.0
20120513:1410,581.75,305.58,288.81,12.1,42.84,12.4,2.62,0.0
20120513:1510,494.98,350.21,157.07,10.88,33.27,12.34,2.69,0.0
20120513:1610,200.01,50.58,166.62,5.24,23.32,12.23,2.55,0.0
20120513:1710,52.77,32.56,53.81,3.92,13.43,11.82,2.34,0.0
20120513:1810,8.8,0.0,19.21,0.48,3.95,11.08,1.93,0.0
20120513:1910,0.0,0.0,0.0,0.0,0.0,9.63,1.72,0.0
20120513:2010,0.0,0.0,0.0,0.0,0.0,8.47,1.72,0.0
20120513:2110,0.0,0.0,0.0,0.0,0.0,7.65,1.59,0.0
20120513:2210,0.0,0.0,0.0,0.0,0.0,6.89,1.45,0.0
20120513:2310,0.0,0.0,0.0,0.0,0.0,6.2,1.38,0.0
20120514:0010,0.0,0.0,0.0,0.0,0.0,5.67,1.52,0.0
20120514:0110,0.0,0.0,0.0,0.0,0.0,5.21,1.59,0.0
20120514:0210,0.0,0.0,0.0,0.0,0.0,4.69,1.66,0.0
20120514:0310,0.0,0.0,0.0,0.0,0.0,4.36,1.72,0.0
20120514:0410,12.58,0.0,23.38,0.59,4.48,4.24,1.79,0.0
20120514:0510,50.64,23.78,54.87,4.13,13.98,4.94,1.52,0.0
20120514:0610,260.3,192.86,93.85,7.91,23.87,6.47,1.66,0.0
20120514:0710,519.53,410.6,117.37,11.81,33.81,7.55,1.31,0.0
20120514:0810,714.95,593.74,145.34,14.95,43.37,9.1,1.03,0.0
20120514:0910,803.34,591.95,250.29,16.29,51.84,9.71,1.24,0.0
20120514:1010,956.02,867.23,163.59,19.23,58.05,10.49,1.31,0.0
20120514:1110,991.62,929.27,153.06,19.96,60.37,11.62,1.38,0.0
20120514:1210,967.38,906.23,145.96,19.48,57.88,12.23,1.45,0.0
20120514:1310,858.11,747.44,167.75,17.32,51.55,13.09,1.66,0.0
20120514:1410,682.68,512.32,198.78,14.11,43.02,13.1,1.72,0.0
20120514:1510,518.77,415.25,122.05,11.57,33.45,12.95,1.86,0.0
20120514:1610,269.22,208.9,92.33,7.82,23.5,12.71,2.0,0.0
20120514:1710,54.27,32.77,55.29,3.98,13.61,12.3,2.14,0.0
20120514:1810,8.15,0.0,18.37,0.46,4.14,11.22,1.79,0.0
20120514:1910,0.0,0.0,0.0,0.0,0.0,10.12,1.93,0.0
20120514:2010,0.0,0.0,0.0,0.0,0.0,8.89,2.07,0.0
20120514:2110,0.0,0.0,0.0,0.0,0.0,7.89,2.07,0.0
20120514:2210,0.0,0.0,0.0,0.0,0.0,7.15,2.0,0.0
20120514:2310,0.0,0.0,0.0,0.0,0.0,6.49,1.86,0.0
20120515:0010,0.0,0.0,0.0,0.0,0.0,5.91,1.59,0.0
20120515:0110,0.0,0.0,0.0,0.0,0.0,5.19,1.45,0.0
20120515:0210,0.0,0.0,0.0,0.0,0.0,4.52,1.31,0.0
20120515:0310,0.0,0.0,0.0,0.0,0.0,4.46,0.97,0.0
20120515:0410,13.27,0.0,24.22,0.61,4.66,4.39,0.83,0.0
20120515:0510,48.42,25.25,52.02,4.21,14.15,4.66,0.62,0.0
20120515:0610,253.8,181.85,100.15,7.76,24.04,7.77,0.62,0.0
20120515:0710,454.38,279.62,188.71,10.46,33.99,10.14,0.83,0.0
20120515:0810,695.16,575.09,150.96,14.74,43.55,12.22,1.24,0.0
20120515:0910,852.94,749.27,156.24,17.42,52.04,13.9,2.07,0.0
20120515:1010,794.03,482.83,350.93,16.12,58.28,15.09,3.17,0.0
20120515:1110,566.97,160.1,422.82,12.35,60.61,15.57,4.41,0.0
20120515:1210,766.8,421.78,372.79,15.47,58.1,15.71,4.69,0.0
20120515:1310,126.97,0.0,143.13,3.35,51.75,15.85,4.55,0.0
20120515:1410,719.2,591.8,148.09,14.68,43.2,15.75,4.41,0.0
20120515:1510,423.93,210.55,223.6,9.48,33.62,15.02,5.59,0.0
20120515:1610,38.99,0.0,53.67,1.26,23.67,12.88,4.76,0.0
20120515:1710,61.1,1.43,75.45,1.89,13.79,11.54,3.66,0.0
20120515:1810,8.82,0.0,19.21,0.48,4.32,10.7,3.52,0.0
20120515:1910,0.0,0.0,0.0,0.0,0.0,7.55,3.52,0.0
20120515:2010,0.0,0.0,0.0,0.0,0.0,6.78,2.97,0.0
20120515:2110,0.0,0.0,0.0,0.0,0.0,6.52,2.55,0.0
20120515:2210,0.0,0.0,0.0,0.0,0.0,6.26,2.69,0.0
20120515:2310,0.0,0.0,0.0,0.0,0.0,5.58,2.9,0.0
20120516:0010,0.0,0.0,0.0,0.0,0.0,5.37,3.59,0.0
