Latitude (decimal degrees):	0.317
Longitude (decimal degrees):	32.593
Elevation (m):	1151
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. (optimum)
Azimuth: -109667705 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20060203:0506,75.98,111.0,14.89,19.7,2.0,0.0
20060203:0606,351.26,448.04,29.15,20.71,2.48,0.0
20060203:0706,558.54,705.05,43.15,22.65,3.79,0.0
20060203:0806,577.52,739.03,56.52,22.12,2.9,0.0
20060203:0906,764.4,1014.05,68.0,23.11,2.21,0.0
20060203:1006,770.5,1041.04,73.14,24.37,1.79,0.0
20060203:1106,741.93,1001.04,67.15,25.56,1.86,0.0
20060203:1206,662.22,882.04,55.4,26.41,1.93,0.0
20060203:1306,525.33,689.03,41.96,26.74,1.86,0.0
20060203:1406,334.31,443.03,27.92,26.55,1.72,0.0
20060203:1506,118.54,185.02,13.65,25.78,1.38,0.0
20060203:1606,0.0,0.0,0.0,24.64,1.59,0.0
20060203:1706,0.0,0.0,0.0,23.32,2.0,0.0
20060203:1806,0.0,0.0,0.0,22.38,2.28,0.0
20060203:1906,0.0,0.0,0.0,22.06,2.62,0.0
20060203:2006,0.0,0.0,0.0,21.63,2.55,0.0
20060203:2106,0.0,0.0,0.0,21.04,2.21,0.0
20060203:2206,0.0,0.0,0.0,20.1,1.59,0.0
20060203:2306,0.0,0.0,0.0,21.15,0.97,0.0
20060204:0006,0.0,0.0,0.0,21.31,0.34,0.0
20060204:0106,0.0,0.0,0.0,20.74,0.9,0.0
20060204:0206,0.0,0.0,0.0,18.92,1.17,0.0
20060204:0306,0.0,0.0,0.0,18.64,1.1,0.0
20060204:0406,0.0,0.0,0.0,19.41,0.69,0.0
20060204:0506,121.52,175.02,14.89,19.11,0.9,0.0
20060204:0606,293.6,381.02,29.17,22.58,1.45,0.0
20060204:0706,504.13,645.04,43.21,24.58,3.24,0.0
20060204:0806,657.52,859.04,56.62,25.61,3.03,0.0
20060204:0906,735.29,983.04,68.2,26.58,2.69,0.0
20060204:1006,751.6,1020.04,73.44,27.29,2.28,0.0
20060204:1106,720.8,982.04,67.39,27.99,1.93,0.0
20060204:1206,628.16,845.03,55.56,28.43,1.79,0.0
20060204:1306,502.46,664.03,42.07,28.41,1.86,0.0
20060204:1406,318.0,422.02,28.0,27.86,2.34,0.0
20060204:1506,111.8,172.01,13.7,26.44,2.48,0.0
20060204:1606,0.0,0.0,0.0,24.82,2.55,0.0
20060204:1706,0.0,0.0,0.0,23.59,2.41,0.0
20060204:1806,0.0,0.0,0.0,22.56,2.41,0.0
20060204:1906,0.0,0.0,0.0,21.78,2.48,0.0
20060204:2006,0.0,0.0,0.0,21.2,2.41,0.0
20060204:2106,0.0,0.0,0.0,20.3,2.55,0.0
20060204:2206,0.0,0.0,0.0,19.46,2.48,0.0
20060204:2306,0.0,0.0,0.0,18.98,2.28,0.0
20060205:0006,0.0,0.0,0.0,18.56,1.93,0.0
20060205:0106,0.0,0.0,0.0,18.13,2.0,0.0
20060205:0206,0.0,0.0,0.0,17.77,1.93,0.0
20060205:0306,0.0,0.0,0.0,17.97,1.52,0.0
20060205:0406,0.0,0.0,0.0,19.11,1.1,0.0
20060205:0506,131.97,193.02,14.89,20.27,0.62,0.0
20060205:0606,330.67,434.03,29.2,22.72,0.28,0.0
20060205:0706,511.58,676.04,43.27,24.2,0.48,0.0
20060205:0806,668.05,879.04,56.73,25.45,2.48,0.0
20060205:0906,764.59,1012.04,68.4,25.89,3.31,0.0
20060205:1006,778.5,1039.04,73.74,26.38,3.17,0.0
20060205:1106,743.86,994.04,67.62,26.79,2.83,0.0
20060205:1206,660.53,876.03,55.71,27.0,2.41,0.0
20060205:1306,521.86,684.03,42.17,27.13,2.07,0.0
20060205:1406,330.7,438.02,28.08,26.7,1.79,0.0
20060205:1506,117.01,181.01,13.76,26.07,1.52,0.0
20060205:1606,0.0,0.0,0.0,24.82,1.93,0.0
20060205:1706,0.0,0.0,0.0,23.42,2.21,0.0
20060205:1806,0.0,0.0,0.0,22.44,2.28,0.0
20060205:1906,0.0,0.0,0.0,21.62,2.55,0.0
20060205:2006,0.0,0.0,0.0,21.05,2.55,0.0
20060205:2106,0.0,0.0,0.0,20.35,2.41,0.0
20060205:2206,0.0,0.0,0.0,19.37,1.79,0.0
20060205:2306,0.0,0.0,0.0,21.0,0.62,0.0
20060206:0006,0.0,0.0,0.0,20.19,0.97,0.0
20060206:0106,0.0,0.0,0.0,18.02,1.59,0.0
20060206:0206,0.0,0.0,0.0,18.48,1.31,0.0
20060206:0306,0.0,0.0,0.0,20.27,0.55,0.0
20060206:0406,0.0,0.0,0.0,20.5,0.34,0.0
20060206:0506,140.22,207.03,14.89,20.42,1.03,0.0
20060206:0606,360.17,467.04,29.22,24.1,2.48,0.0
20060206:0706,548.5,707.04,43.33,26.08,3.31,0.0
20060206:0806,683.31,890.04,56.85,26.79,4.0,0.0
20060206:0906,765.4,1013.04,68.61,27.04,3.79,0.0
20060206:1006,780.97,1040.04,74.05,26.65,3.45,0.0
20060206:1106,747.78,996.04,67.85,27.39,3.31,0.0
20060206:1206,666.77,877.03,55.87,27.56,3.31,0.0
20060206:1306,525.84,682.03,42.28,27.25,3.17,0.0
20060206:1406,336.63,442.02,28.15,26.64,3.03,0.0
20060206:1506,118.46,183.01,13.8,25.94,2.76,0.0
20060206:1606,0.0,0.0,0.0,24.78,3.03,0.0
20060206:1706,0.0,0.0,0.0,23.65,3.17,0.0
20060206:1806,0.0,0.0,0.0,22.83,3.03,0.0
20060206:1906,0.0,0.0,0.0,22.31,3.24,0.0
20060206:2006,0.0,0.0,0.0,21.83,3.1,0.0
20060206:2106,0.0,0.0,0.0,21.31,2.97,0.0
20060206:2206,0.0,0.0,0.0,20.74,2.55,0.0
20060206:2306,0.0,0.0,0.0,19.72,1.93,0.0
20060207:0006,0.0,0.0,0.0,18.57,1.52,0.0
20060207:0106,0.0,0.0,0.0,17.6,1.86,0.0
20060207:0206,0.0,0.0,0.0,17.24,1.93,0.0
20060207:0306,0.0,0.0,0.0,16.98,1.52,0.0
20060207:0406,0.0,0.0,0.0,18.38,0.83,0.0
20060207:0506,141.19,208.03,14.89,19.31,0.62,0.0
20060207:0606,351.75,459.04,29.25,22.48,0.76,0.0
20060207:0706,534.46,704.04,43.39,24.4,0.83,0.0
20060207:0806,658.94,886.04,56.96,25.94,1.31,0.0
20060207:0906,743.18,1014.04,68.82,26.89,1.72,0.0
20060207:1006,769.08,1048.04,74.36,27.34,2.21,0.0
20060207:1106,739.85,997.04,68.09,27.37,2.48,0.0
20060207:1206,663.02,879.03,56.02,27.6,2.69,0.0
20060207:1306,527.7,687.03,42.38,27.08,2.69,0.0
20060207:1406,334.59,440.02,28.22,25.56,1.93,0.0
20060207:1506,111.32,169.01,13.85,24.48,1.24,0.0
20060207:1606,0.0,0.0,0.0,24.06,1.72,0.0
20060207:1706,0.0,0.0,0.0,23.32,2.0,0.0
20060207:1806,0.0,0.0,0.0,22.53,2.28,0.0
20060207:1906,0.0,0.0,0.0,22.24,2.69,0.0
20060207:2006,0.0,0.0,0.0,22.03,2.62,0.0
20060207:2106,0.0,0.0,0.0,21.39,2.34,0.0
20060207:2206,0.0,0.0,0.0,20.5,1.52,0.0
20060207:2306,0.0,0.0,0.0,21.33,0.9,0.0
20060208:0006,0.0,0.0,0.0,18.41,1.86,0.0
20060208:0106,0.0,0.0,0.0,18.24,2.21,0.0
20060208:0206,0.0,0.0,0.0,18.44,2.34,0.0
20060208:0306,0.0,0.0,0.0,18.48,2.21,0.0
20060208:0406,0.0,0.0,0.0,18.38,1.86,0.0
20060208:0506,126.03,182.02,14.9,19.2,1.24,0.0
20060208:0606,333.34,435.03,29.29,22.37,0.62,0.0
20060208:0706,522.94,685.04,43.46,24.37,1.1,0.0
20060208:0806,657.51,882.04,57.08,26.03,1.45,0.0
20060208:0906,730.23,988.04,69.04,27.12,2.14,0.0
20060208:1006,776.48,1049.04,74.67,26.76,2.55,0.0
20060208:1106,750.25,999.03,68.32,26.16,2.9,0.0
20060208:1206,664.51,875.03,56.16,25.56,2.41,0.0
20060208:1306,529.51,692.03,42.48,25.64,1.72,0.0
20060208:1406,326.93,432.02,28.28,26.08,1.59,0.0
20060208:1506,112.92,172.01,13.89,25.3,2.14,0.0
20060208:1606,0.0,0.0,0.0,24.38,2.62,0.0
20060208:1706,0.0,0.0,0.0,23.61,2.69,0.0
20060208:1806,0.0,0.0,0.0,23.09,2.83,0.0
20060208:1906,0.0,0.0,0.0,23.13,2.9,0.0
20060208:2006,0.0,0.0,0.0,23.0,2.55,0.0
20060208:2106,0.0,0.0,0.0,22.26,1.93,0.0
20060208:2206,0.0,0.0,0.0,23.58,0.83,0.0
20060208:2306,0.0,0.0,0.0,23.01,0.69,0.0
20060209:0006,0.0,0.0,0.0,20.16,1.38,0.0
20060209:0106,0.0,0.0,0.0,18.8,1.66,0.0
20060209:0206,0.0,0.0,0.0,18.69,1.38,0.0
20060209:0306,0.0,0.0,0.0,18.56,1.38,0.0
20060209:0406,0.0,0.0,0.0,18.66,1.38,0.0
20060209:0506,135.81,200.02,14.91,20.67,0.76,0.0
20060209:0606,348.57,453.03,29.32,23.41,1.66,0.0
20060209:0706,543.94,705.04,43.52,25.73,2.55,0.0
20060209:0806,663.47,873.04,57.2,26.87,3.03,0.0
20060209:0906,759.89,1012.04,69.25,27.05,3.31,0.0
20060209:1006,766.52,1033.04,74.99,27.55,2.9,0.0
20060209:1106,726.88,979.03,68.55,28.28,2.76,0.0
20060209:1206,643.7,858.03,56.31,28.14,2.41,0.0
20060209:1306,517.86,682.03,42.57,28.23,2.14,0.0
20060209:1406,326.7,435.02,28.35,28.08,1.86,0.0
20060209:1506,117.45,182.01,13.93,27.28,1.59,0.0
20060209:1606,0.0,0.0,0.0,25.91,2.0,0.0
20060209:1706,0.0,0.0,0.0,24.73,2.34,0.0
20060209:1806,0.0,0.0,0.0,23.63,2.34,0.0
20060209:1906,0.0,0.0,0.0,22.62,2.55,0.0
20060209:2006,0.0,0.0,0.0,21.81,2.28,0.0
20060209:2106,0.0,0.0,0.0,20.78,2.0,0.0
20060209:2206,0.0,0.0,0.0,19.91,1.72,0.0
20060209:2306,0.0,0.0,0.0,19.22,1.52,0.0
20060210:0006,0.0,0.0,0.0,19.0,1.45,0.0
20060210:0106,0.0,0.0,0.0,18.73,1.72,0.0
20060210:0206,0.0,0.0,0.0,18.83,1.66,0.0
20060210:0306,0.0,0.0,0.0,20.45,1.1,0.0
20060210:0406,0.0,0.0,0.0,21.39,0.07,0.0
20060210:0506,137.76,204.03,14.92,21.26,0.62,0.0
20060210:0606,350.32,461.04,29.36,24.08,0.69,0.0
20060210:0706,530.7,706.04,43.59,25.88,0.69,0.0
20060210:0806,667.26,889.04,57.33,27.39,2.34,0.0
20060210:0906,759.88,1018.04,69.47,27.6,3.1,0.0
20060210:1006,772.96,1046.04,75.32,27.96,2.83,0.0
20060210:1106,739.33,1002.03,68.77,28.57,2.55,0.0
20060210:1206,654.34,878.03,56.45,29.04,2.34,0.0
20060210:1306,515.96,683.03,42.66,28.6,1.86,0.0
20060210:1406,329.47,441.02,28.41,28.49,1.45,0.0
20060210:1506,120.5,188.01,13.96,27.69,1.17,0.0
20060210:1606,0.0,0.0,0.0,26.01,1.45,0.0
20060210:1706,0.0,0.0,0.0,24.62,1.86,0.0
20060210:1806,0.0,0.0,0.0,23.41,2.34,0.0
20060210:1906,0.0,0.0,0.0,23.06,2.83,0.0
20060210:2006,0.0,0.0,0.0,22.34,2.41,0.0
20060210:2106,0.0,0.0,0.0,21.43,2.0,0.0
20060210:2206,0.0,0.0,0.0,20.34,1.93,0.0
20060210:2306,0.0,0.0,0.0,19.8,2.34,0.0
20060211:0006,0.0,0.0,0.0,19.68,2.41,0.0
20060211:0106,0.0,0.0,0.0,19.56,2.28,0.0
20060211:0206,0.0,0.0,0.0,19.41,2.41,0.0
20060211:0306,0.0,0.0,0.0,19.25,2.55,0.0
20060211:0406,0.0,0.0,0.0,19.39,2.9,0.0
20060211:0506,41.54,67.0,14.93,20.25,3.1,0.0
20060211:0606,356.68,461.03,29.4,22.54,1.79,0.0
20060211:0706,520.35,672.03,43.67,25.28,2.62,0.0
20060211:0806,658.53,890.04,57.45,26.6,1.24,0.0
20060211:0906,741.71,1020.04,69.69,27.45,1.52,0.0
20060211:1006,741.32,1025.03,75.64,27.98,1.52,0.0
20060211:1106,708.36,976.03,69.0,28.42,1.45,0.0
20060211:1206,639.96,870.03,56.58,28.43,1.31,0.0
20060211:1306,504.02,670.02,42.75,27.7,1.17,0.0
20060211:1406,331.92,442.02,28.46,27.49,1.45,0.0
20060211:1506,106.98,163.01,13.99,26.99,1.59,0.0
20060211:1606,0.0,0.0,0.0,25.63,1.86,0.0
20060211:1706,0.0,0.0,0.0,24.63,2.07,0.0
20060211:1806,0.0,0.0,0.0,24.06,2.28,0.0
20060211:1906,0.0,0.0,0.0,23.89,2.83,0.0
20060211:2006,0.0,0.0,0.0,23.71,2.55,0.0
20060211:2106,0.0,0.0,0.0,23.0,1.93,0.0
20060211:2206,0.0,0.0,0.0,24.18,0.9,0.0
20060211:2306,0.0,0.0,0.0,21.08,2.21,0.0
20060212:0006,0.0,0.0,0.0,20.91,2.9,0.0
20060212:0106,0.0,0.0,0.0,20.8,3.17,0.0
20060212:0206,0.0,0.0,0.0,20.66,2.97,0.0
20060212:0306,0.0,0.0,0.0,20.72,2.48,0.0
20060212:0406,0.0,0.0,0.0,20.57,2.34,0.0
20060212:0506,137.77,202.02,14.95,20.99,2.21,0.0
20060212:0606,321.23,414.02,29.44,22.9,2.48,0.0
20060212:0706,534.26,696.04,43.74,25.22,1.86,0.0
20060212:0806,648.37,877.04,57.58,27.2,1.31,0.0
20060212:0906,713.88,1010.04,69.92,28.37,0.48,0.0
20060212:1006,708.67,998.03,75.98,29.08,0.83,0.0
20060212:1106,571.37,782.02,69.22,28.84,0.97,0.0
20060212:1206,584.74,795.02,56.71,29.1,1.17,0.0
20060212:1306,395.75,525.01,42.83,29.15,1.66,0.0
20060212:1406,315.83,418.02,28.51,28.31,2.9,0.0
20060212:1506,126.09,196.01,14.02,26.91,3.59,0.0
20060212:1606,0.0,0.0,0.0,25.61,3.66,0.0
20060212:1706,0.0,0.0,0.0,24.8,3.24,0.0
20060212:1806,0.0,0.0,0.0,24.41,2.97,0.0
20060212:1906,0.0,0.0,0.0,24.45,2.97,0.0
20060212:2006,0.0,0.0,0.0,24.21,2.69,0.0
20060212:2106,0.0,0.0,0.0,23.85,2.34,0.0
20060212:2206,0.0,0.0,0.0,23.23,2.76,0.0
20060212:2306,0.0,0.0,0.0,22.26,2.41,0.0
20060213:0006,0.0,0.0,0.0,21.01,0.9,0.0
20060213:0106,0.0,0.0,0.0,20.36,1.66,0.0
20060213:0206,0.0,0.0,0.0,20.15,1.86,0.0
20060213:0306,0.0,0.0,0.0,19.93,2.28,0.0
20060213:0406,0.0,0.0,0.0,20.01,2.34,0.0
20060213:0506,56.35,86.0,14.97,20.22,1.86,0.0
20060213:0606,255.54,331.01,29.49,21.75,1.59,0.0
20060213:0706,337.91,431.01,43.82,22.41,2.9,0.0
20060213:0806,324.36,416.0,57.71,22.93,3.1,0.0
20060213:0906,753.01,984.03,70.14,23.55,3.31,0.0
20060213:1006,475.22,608.0,76.31,22.31,3.17,0.0
20060213:1106,66.09,99.0,69.45,23.62,3.1,0.0
20060213:1206,61.14,93.0,56.84,23.98,2.69,0.0
20060213:1306,36.75,62.0,42.91,24.68,2.34,0.0
20060213:1406,43.63,71.0,28.56,24.67,1.86,0.0
20060213:1506,49.68,79.0,14.04,23.7,0.21,0.0
20060213:1606,0.0,0.0,0.0,22.17,1.1,0.0
20060213:1706,0.0,0.0,0.0,21.86,1.31,0.0
20060213:1806,0.0,0.0,0.0,21.26,1.03,0.0
20060213:1906,0.0,0.0,0.0,21.02,0.69,0.0
20060213:2006,0.0,0.0,0.0,21.29,0.21,0.0
20060213:2106,0.0,0.0,0.0,21.01,0.41,0.0
20060213:2206,0.0,0.0,0.0,19.7,1.03,0.0
20060213:2306,0.0,0.0,0.0,19.02,1.31,0.0
20060214:0006,0.0,0.0,0.0,19.21,1.24,0.0
20060214:0106,0.0,0.0,0.0,19.2,1.17,0.0
20060214:0206,0.0,0.0,0.0,19.21,1.03,0.0
20060214:0306,0.0,0.0,0.0,19.09,1.17,0.0
20060214:0406,0.0,0.0,0.0,18.89,1.45,0.0
20060214:0506,84.29,122.0,15.0,19.38,1.24,0.0
20060214:0606,57.99,88.0,29.53,20.79,1.38,0.0
20060214:0706,183.94,242.0,43.9,21.92,2.28,0.0
20060214:0806,394.08,507.0,57.84,22.91,2.21,0.0
20060214:0906,428.46,553.0,70.37,23.76,2.69,0.0
20060214:1006,510.09,654.01,76.65,21.85,2.83,0.0
20060214:1106,432.42,556.0,69.66,21.93,2.07,0.0
20060214:1206,575.14,745.02,56.97,22.67,2.07,0.0
20060214:1306,105.65,148.0,42.99,23.44,1.79,0.0
20060214:1406,20.6,40.0,28.61,23.58,1.45,0.0
20060214:1506,5.41,17.0,14.06,23.27,0.62,0.0
20060214:1606,0.0,0.0,0.0,22.72,1.1,0.0
20060214:1706,0.0,0.0,0.0,21.79,2.21,0.0
20060214:1806,0.0,0.0,0.0,21.05,2.55,0.0
20060214:1906,0.0,0.0,0.0,20.36,2.14,0.0
20060214:2006,0.0,0.0,0.0,19.93,1.52,0.0
20060214:2106,0.0,0.0,0.0,19.43,1.31,0.0
20060214:2206,0.0,0.0,0.0,18.91,1.24,0.0
20060214:2306,0.0,0.0,0.0,18.65,1.17,0.0
20060215:0006,0.0,0.0,0.0,18.59,0.97,0.0
20060215:0106,0.0,0.0,0.0,18.97,0.62,0.0
20060215:0206,0.0,0.0,0.0,18.0,1.03,0.0
20060215:0306,0.0,0.0,0.0,17.88,1.38,0.0
20060215:0406,0.0,0.0,0.0,18.03,1.1,0.0
20060215:0506,142.72,210.02,15.02,19.59,0.48,0.0
20060215:0606,332.8,431.03,29.58,21.54,0.9,0.0
20060215:0706,424.67,542.02,43.98,22.76,2.48,0.0
20060215:0806,571.9,740.02,57.97,23.38,2.48,0.0
20060215:0906,740.34,981.03,70.6,24.07,2.48,0.0
20060215:1006,99.84,141.0,76.99,24.09,2.76,0.0
20060215:1106,227.88,297.0,69.88,23.29,3.03,0.0
20060215:1206,50.46,79.0,57.09,22.49,2.69,0.0
20060215:1306,62.14,94.0,43.06,23.04,1.66,0.0
20060215:1406,35.5,60.0,28.65,22.99,1.24,0.0
20060215:1506,21.36,41.0,14.08,22.96,0.28,0.0
20060215:1606,0.0,0.0,0.0,22.4,0.69,0.0
20060215:1706,0.0,0.0,0.0,21.6,1.31,0.0
20060215:1806,0.0,0.0,0.0,21.08,1.24,0.0
20060215:1906,0.0,0.0,0.0,20.75,1.24,0.0
20060215:2006,0.0,0.0,0.0,20.29,1.66,0.0
20060215:2106,0.0,0.0,0.0,20.27,1.93,0.0
20060215:2206,0.0,0.0,0.0,20.28,2.0,0.0
20060215:2306,0.0,0.0,0.0,20.04,2.07,0.0
20060216:0006,0.0,0.0,0.0,19.8,1.72,0.0
20060216:0106,0.0,0.0,0.0,19.25,1.52,0.0
20060216:0206,0.0,0.0,0.0,19.23,2.0,0.0
20060216:0306,0.0,0.0,0.0,19.36,2.0,0.0
20060216:0406,0.0,0.0,0.0,19.34,2.21,0.0
20060216:0506,61.11,92.0,15.05,20.17,2.21,0.0
20060216:0606,162.99,216.0,29.64,21.45,2.34,0.0
20060216:0706,313.87,402.0,44.06,22.59,2.69,0.0
20060216:0806,509.31,659.01,58.1,23.72,2.34,0.0
20060216:0906,556.39,730.01,70.83,24.86,2.28,0.0
20060216:1006,634.17,838.02,77.34,24.96,2.41,0.0
20060216:1106,658.92,873.02,70.09,25.78,2.55,0.0
20060216:1206,627.41,823.02,57.21,25.94,2.69,0.0
20060216:1306,512.89,663.02,43.13,25.95,2.83,0.0
20060216:1406,161.42,218.0,28.69,25.59,2.62,0.0
20060216:1506,50.28,80.0,14.1,25.0,2.0,0.0
20060216:1606,0.0,0.0,0.0,23.96,1.66,0.0
20060216:1706,0.0,0.0,0.0,22.84,1.79,0.0
20060216:1806,0.0,0.0,0.0,22.07,2.07,0.0
20060216:1906,0.0,0.0,0.0,21.86,2.34,0.0
20060216:2006,0.0,0.0,0.0,21.4,2.07,0.0
20060216:2106,0.0,0.0,0.0,20.82,1.93,0.0
20060216:2206,0.0,0.0,0.0,20.19,1.86,0.0
20060216:2306,0.0,0.0,0.0,19.9,2.0,0.0
20060217:0006,0.0,0.0,0.0,19.82,2.07,0.0
20060217:0106,0.0,0.0,0.0,19.77,2.0,0.0
20060217:0206,0.0,0.0,0.0,19.57,1.59,0.0
20060217:0306,0.0,0.0,0.0,20.29,1.1,0.0
20060217:0406,0.0,0.0,0.0,19.08,1.59,0.0
20060217:0506,141.05,206.02,15.09,20.17,1.93,0.0
20060217:0606,244.3,318.01,29.69,23.09,2.14,0.0
20060217:0706,491.3,636.03,44.15,24.88,2.14,0.0
20060217:0806,625.99,829.03,58.23,25.86,2.0,0.0
20060217:0906,724.84,978.03,71.06,26.59,2.14,0.0
20060217:1006,714.37,958.02,77.68,26.56,2.55,0.0
20060217:1106,710.93,945.02,70.3,26.4,2.9,0.0
20060217:1206,609.0,790.02,57.32,25.33,3.31,0.0
20060217:1306,525.34,679.02,43.19,25.05,2.41,0.0
20060217:1406,303.94,399.01,28.72,25.32,1.79,0.0
20060217:1506,116.65,177.01,14.11,25.07,1.45,0.0
20060217:1606,0.0,0.0,0.0,24.21,1.38,0.0
20060217:1706,0.0,0.0,0.0,23.12,1.52,0.0
20060217:1806,0.0,0.0,0.0,22.24,1.79,0.0
20060217:1906,0.0,0.0,0.0,21.85,2.62,0.0
20060217:2006,0.0,0.0,0.0,21.76,2.97,0.0
20060217:2106,0.0,0.0,0.0,21.7,3.1,0.0
20060217:2206,0.0,0.0,0.0,21.88,2.83,0.0
20060217:2306,0.0,0.0,0.0,21.78,2.28,0.0
20060218:0006,0.0,0.0,0.0,21.16,1.24,0.0
20060218:0106,0.0,0.0,0.0,22.53,0.55,0.0
20060218:0206,0.0,0.0,0.0,21.23,0.83,0.0
20060218:0306,0.0,0.0,0.0,20.5,1.1,0.0
20060218:0406,0.0,0.0,0.0,20.05,1.45,0.0
20060218:0506,138.95,204.02,15.12,20.76,0.76,0.0
20060218:0606,360.28,471.03,29.75,23.77,1.1,0.0
20060218:0706,361.84,472.01,44.24,24.94,1.31,0.0
20060218:0806,437.31,573.01,58.37,25.66,1.79,0.0
20060218:0906,620.47,831.02,71.29,26.33,1.79,0.0
20060218:1006,279.19,368.0,78.04,26.97,2.55,0.0
20060218:1106,181.97,243.0,70.5,25.61,3.24,0.0
20060218:1206,50.68,80.0,57.42,24.66,2.69,0.0
20060218:1306,42.0,69.0,43.25,25.21,2.48,0.0
20060218:1406,216.27,287.0,28.75,25.52,1.86,0.0
20060218:1506,110.29,166.01,14.12,24.69,1.31,0.0
20060218:1606,0.0,0.0,0.0,23.93,0.28,0.0
20060218:1706,0.0,0.0,0.0,23.11,1.59,0.0
20060218:1806,0.0,0.0,0.0,22.56,2.07,0.0
20060218:1906,0.0,0.0,0.0,22.46,2.34,0.0
20060218:2006,0.0,0.0,0.0,22.07,2.62,0.0
20060218:2106,0.0,0.0,0.0,21.75,2.48,0.0
20060218:2206,0.0,0.0,0.0,21.55,2.21,0.0
20060218:2306,0.0,0.0,0.0,21.16,1.86,0.0
20060219:0006,0.0,0.0,0.0,20.47,1.38,0.0
20060219:0106,0.0,0.0,0.0,20.43,1.1,0.0
20060219:0206,0.0,0.0,0.0,19.84,1.1,0.0
20060219:0306,0.0,0.0,0.0,20.5,0.55,0.0
20060219:0406,0.0,0.0,0.0,18.72,1.59,0.0
20060219:0506,7.99,21.0,15.16,19.45,1.93,0.0
20060219:0606,25.31,46.0,29.81,20.9,2.34,0.0
20060219:0706,104.12,145.0,44.33,22.04,2.62,0.0
20060219:0806,284.53,366.0,58.51,22.01,2.41,0.0
20060219:0906,132.16,179.0,71.53,21.82,2.28,0.0
20060219:1006,110.99,154.0,78.39,22.92,2.41,0.0
20060219:1106,391.61,499.0,70.7,22.61,3.79,0.0
20060219:1206,569.45,725.01,57.53,22.31,3.52,0.0
20060219:1306,514.81,657.02,43.31,22.58,2.41,0.0
20060219:1406,315.52,409.01,28.78,22.91,1.86,0.0
20060219:1506,131.88,202.01,14.12,23.03,1.86,0.0
20060219:1606,0.0,0.0,0.0,22.49,1.17,0.0
20060219:1706,0.0,0.0,0.0,21.64,1.38,0.0
20060219:1806,0.0,0.0,0.0,20.81,1.59,0.0
20060219:1906,0.0,0.0,0.0,20.56,2.07,0.0
20060219:2006,0.0,0.0,0.0,20.1,1.72,0.0
20060219:2106,0.0,0.0,0.0,19.59,1.52,0.0
20060219:2206,0.0,0.0,0.0,19.29,1.45,0.0
20060219:2306,0.0,0.0,0.0,19.2,1.38,0.0
20060220:0006,0.0,0.0,0.0,19.13,1.31,0.0
20060220:0106,0.0,0.0,0.0,19.52,1.1,0.0
20060220:0206,0.0,0.0,0.0,19.3,1.17,0.0
20060220:0306,0.0,0.0,0.0,18.82,1.31,0.0
20060220:0406,0.0,0.0,0.0,18.44,1.59,0.0
20060220:0506,8.64,22.0,15.2,19.23,1.31,0.0
20060220:0606,267.12,345.01,29.87,21.54,1.59,0.0
20060220:0706,426.01,538.01,44.42,20.91,2.69,0.0
20060220:0806,112.79,155.0,58.64,21.19,2.48,0.0
20060220:0906,580.07,750.01,71.76,21.96,2.41,0.0
20060220:1006,678.27,899.02,78.75,23.46,2.0,0.0
20060220:1106,551.2,723.01,70.89,24.25,2.0,0.0
20060220:1206,314.4,409.0,57.62,24.34,1.93,0.0
20060220:1306,534.46,695.02,43.36,24.42,1.66,0.0
20060220:1406,342.83,449.01,28.8,23.56,1.03,0.0
20060220:1506,125.75,192.01,14.12,23.29,0.83,0.0
20060220:1606,0.0,0.0,0.0,22.77,0.69,0.0
20060220:1706,0.0,0.0,0.0,21.63,0.76,0.0
20060220:1806,0.0,0.0,0.0,21.12,0.9,0.0
20060220:1906,0.0,0.0,0.0,21.12,0.97,0.0
20060220:2006,0.0,0.0,0.0,20.6,1.03,0.0
20060220:2106,0.0,0.0,0.0,19.85,1.24,0.0
20060220:2206,0.0,0.0,0.0,18.84,1.59,0.0
20060220:2306,0.0,0.0,0.0,18.35,1.66,0.0
20060221:0006,0.0,0.0,0.0,18.32,1.52,0.0
20060221:0106,0.0,0.0,0.0,18.71,1.24,0.0
20060221:0206,0.0,0.0,0.0,18.8,1.17,0.0
20060221:0306,0.0,0.0,0.0,18.27,1.31,0.0
20060221:0406,0.0,0.0,0.0,17.87,1.66,0.0
20060221:0506,116.27,166.01,15.24,19.37,1.24,0.0
20060221:0606,365.47,473.03,29.93,23.08,1.79,0.0
20060221:0706,559.78,720.03,44.51,23.93,2.48,0.0
20060221:0806,694.01,911.03,58.78,24.63,2.55,0.0
20060221:0906,765.19,1004.03,71.99,23.85,3.24,0.0
20060221:1006,802.21,1060.03,79.11,23.08,2.9,0.0
20060221:1106,770.05,1020.02,71.08,24.27,2.76,0.0
20060221:1206,680.69,889.02,57.71,25.06,2.97,0.0
20060221:1306,538.05,692.02,43.4,25.37,3.1,0.0
20060221:1406,346.99,451.01,28.82,25.2,3.17,0.0
20060221:1506,126.18,193.01,14.12,24.58,2.62,0.0
20060221:1606,0.0,0.0,0.0,23.63,1.59,0.0
20060221:1706,0.0,0.0,0.0,22.56,1.03,0.0
